0,"(6.309573444801933, 6.309573444801933)"
0,"(7.079457843841379, 7.079457843841379)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(28.183829312644534, 28.183829312644534)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(5.623413251903491, 5.623413251903491)"
0,"(6.309573444801933, 6.309573444801933)"
0,"(10.0, 10.0)"
0,"(14.12537544622754, 14.12537544622754)"
0,"(39.810717055349734, 39.810717055349734)"
0,"(17.78279410038923, 17.78279410038923)"
0,"(12.589254117941675, 12.589254117941675)"
0,"(12.589254117941675, 12.589254117941675)"
0,"(25.118864315095795, 25.118864315095795)"
0,"(22.3872113856834, 22.3872113856834)"
0,"(22.3872113856834, 22.3872113856834)"
0,"(22.3872113856834, 22.3872113856834)"
0,"(19.952623149688797, 19.952623149688797)"
0,"(17.78279410038923, 17.78279410038923)"
0,"(19.952623149688797, 19.952623149688797)"
0,"(17.78279410038923, 17.78279410038923)"
0,"(12.589254117941675, 12.589254117941675)"
0,"(22.3872113856834, 22.3872113856834)"
0,"(17.78279410038923, 17.78279410038923)"
0,"(15.848931924611133, 15.848931924611133)"
0,"(15.848931924611133, 15.848931924611133)"
0,"(15.848931924611133, 15.848931924611133)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(11.220184543019636, 11.220184543019636)"
0,"(7.079457843841379, 7.079457843841379)"
0,"(6.309573444801933, 6.309573444801933)"
0,"(12.589254117941675, 12.589254117941675)"
0,"(11.220184543019636, 11.220184543019636)"
0,"(10.0, 10.0)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(44.6683592150963, 44.6683592150963)"
0,"(44.6683592150963, 44.6683592150963)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(4.466835921509632, 4.466835921509632)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(14.12537544622754, 14.12537544622754)"
0,"(5.011872336272722, 5.011872336272722)"
0,"(35.48133892335755, 35.48133892335755)"
0,"(6.309573444801933, 6.309573444801933)"
0,"(5.623413251903491, 5.623413251903491)"
0,"(6.309573444801933, 6.309573444801933)"
0,"(7.079457843841379, 7.079457843841379)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(10.0, 10.0)"
0,"(8.912509381337454, 8.912509381337454)"
0,"(31.622776601683793, 31.622776601683793)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(7.079457843841379, 7.079457843841379)"
0,"(6.309573444801933, 6.309573444801933)"
0,"(7.943282347242816, 7.943282347242816)"
0,"(25.118864315095795, 25.118864315095795)"
0,"(11.220184543019636, 11.220184543019636)"
