02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.46845284255829, 5.481071705534974)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.563095734448019)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
02040b162d001bffff0000000000000000000000000000000000000000000c1218243048606c00904c0408bf0c3278910ffaff0000faff00000000480000400040c0210a,"(-3.468452842558289, 1.5398107170553494)"
