0,"(1.0, 1.0)"
0,"(1.0, 1.0)"
0,"(1.4125375446227544, 1.4125375446227544)"
0,"(1.0, 1.0)"
0,"(1.1220184543019633, 1.1220184543019633)"
0,"(1.9952623149688795, 1.9952623149688795)"
0,"(2.51188643150958, 2.51188643150958)"
0,"(0.7943282347242815, 0.7943282347242815)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(0.7943282347242815, 0.7943282347242815)"
0,"(0.7079457843841379, 0.7079457843841379)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(2.51188643150958, 2.51188643150958)"
0,"(2.51188643150958, 2.51188643150958)"
0,"(1.0, 1.0)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(0.7943282347242815, 0.7943282347242815)"
0,"(0.7943282347242815, 0.7943282347242815)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(0.8912509381337456, 0.8912509381337456)"
0,"(1.0, 1.0)"
0,"(1.0, 1.0)"
0,"(1.1220184543019633, 1.1220184543019633)"
0,"(1.4125375446227544, 1.4125375446227544)"
0,"(1.1220184543019633, 1.1220184543019633)"
0,"(1.4125375446227544, 1.4125375446227544)"
0,"(1.4125375446227544, 1.4125375446227544)"
0,"(1.9952623149688795, 1.9952623149688795)"
0,"(1.5848931924611136, 1.5848931924611136)"
